id|cim|teljes_ar|nm_ar|terulet|telekterulet|szobak|kepek_szama|link
66|Budapest XXII. kerület, Baross Gábor-telep|174,90 M Ft|1 121 153 Ft / m2|156 m2|604 m2||8|https://ingatlan.com/34888283
67|Budapest XXII. kerület, Nagytétény|309,90 M Ft|885 428 Ft / m2|350 m2|350 m2||29|https://ingatlan.com/34744366
68|Budapest XXII. kerület, Nagytétény|218 M Ft|1 211 111 Ft / m2|180 m2|689 m2||22|https://ingatlan.com/34777402
69|Budapest XXII. kerület, Budatétény - Erdődűlő|235 M Ft|940 000 Ft / m2|250 m2|250 m2||29|https://ingatlan.com/34276552
70|Budapest XXII. kerület, Galamb utca 12.|159 M Ft|1 135 714 Ft / m2|140 m2|540 m2||28|https://ingatlan.com/34629189
71|Budapest XXII. kerület, Kolozsvári utca|112,90 M Ft|684 242 Ft / m2|165 m2|540 m2||26|https://ingatlan.com/34921212
72|Budapest XXII. kerület, Nagytétény - Óhegy|143 M Ft|953 333 Ft / m2|150 m2|1051 m2|5 + 2 fél|16|https://ingatlan.com/34774094
73|Budapest XXII. kerület, Kolozsvári utca|126 M Ft|1 041 322 Ft / m2|121 m2|691 m2|4 + 2 fél|27|https://ingatlan.com/34852759
74|Budapest XXII. kerület, Nagytétény|183,90 M Ft|683 643 Ft / m2|269 m2|269 m2|5 + 1 fél|22|https://ingatlan.com/34684279
75|Budapest XXII. kerület, Diótörő út|143 M Ft|953 333 Ft / m2|150 m2|1051 m2|5 + 2 fél|15|https://ingatlan.com/34774685
77|Budapest XXII. kerület, Budafok|179 M Ft|873 170 Ft / m2|205 m2|205 m2|5 + 1 fél|16|https://ingatlan.com/34798895
78|Budapest XXII. kerület, Budafok|160 M Ft|1 467 889 Ft / m2|109 m2|294 m2||9|https://ingatlan.com/34882038
79|Budapest XXII. kerület, Budafok|159,90 M Ft|1 427 678 Ft / m2|112 m2|542 m2||16|https://ingatlan.com/34832504
80|Budapest XXII. kerület, Baross Gábor-telep|175 M Ft|1 215 277 Ft / m2|144 m2|500 m2|5 + 1 fél|3|https://ingatlan.com/34854183
81|Budapest XXII. kerület, Baross Gábor-telep|174,90 M Ft|1 249 285 Ft / m2|140 m2|604 m2||12|https://ingatlan.com/34876356
82|Budapest XXII. kerület, Budafok|189,50 M Ft|1 353 571 Ft / m2|140 m2|411 m2||4|https://ingatlan.com/34803558
83|Budapest XXII. kerület, Budafok|184,90 M Ft|1 311 347 Ft / m2|141 m2|410 m2||5|https://ingatlan.com/34803112
84|Budapest XXII. kerület, Bíbic utca 20.|189 M Ft|1 643 478 Ft / m2|115 m2|300 m2||6|https://ingatlan.com/34665973
85|Budapest XXII. kerület, Kastélypark utca|145 M Ft|1 355 140 Ft / m2|107 m2|299 m2||13|https://ingatlan.com/34523826
86|Budapest XXII. kerület, Baross Gábor-telep|159,90 M Ft|710 666 Ft / m2|225 m2|225 m2||11|https://ingatlan.com/34823682
87|Budapest XXII. kerület, Budafok - Rózsavölgy|120 M Ft|857 142 Ft / m2|140 m2|620 m2||16|https://ingatlan.com/34576331
88|Budapest XXII. kerület, Budafok|258 M Ft|889 655 Ft / m2|290 m2|290 m2||22|https://ingatlan.com/34898706
89|Budapest XXII. kerület, Budatétény|219,90 M Ft|845 769 Ft / m2|260 m2|260 m2||30|https://ingatlan.com/34906765
91|Budapest XXII. kerület, Budafok|199 M Ft|1 842 592 Ft / m2|108 m2|760 m2||18|https://ingatlan.com/34918183
92|Budapest XXII. kerület, Budafok - Rózsavölgy|229 M Ft|1 237 837 Ft / m2|185 m2|1000 m2||10|https://ingatlan.com/34784855
93|Budapest XXII. kerület, Budafok|140 M Ft|833 333 Ft / m2|168 m2|711 m2||21|https://ingatlan.com/34910533
94|Budapest XXII. kerület, Budafok|179,90 M Ft|972 432 Ft / m2|185 m2|600 m2||30|https://ingatlan.com/34586230
95|Budapest XXII. kerület, Budatétény - Erdődűlő|249 M Ft|1 028 925 Ft / m2|242 m2|242 m2|6 + 1 fél|30|https://ingatlan.com/34776850
96|Budapest XXII. kerület, Budafok|215 M Ft|826 923 Ft / m2|260 m2|260 m2||23|https://ingatlan.com/34330015
97|Budapest XXII. kerület, Galamb utca 12.|155 M Ft|1 107 142 Ft / m2|140 m2|540 m2||29|https://ingatlan.com/34629444
99|Budapest XXII. kerület, Budafok|288 M Ft|1 391 304 Ft / m2|207 m2|207 m2||30|https://ingatlan.com/34726369
100|Budapest XXII. kerület, Budatétény|159,90 M Ft|1 066 000 Ft / m2|150 m2|710 m2|4 + 1 fél|27|https://ingatlan.com/34850129
101|Budapest XXII. kerület, Nagytétény|149,90 M Ft|643 347 Ft / m2|233 m2|233 m2||27|https://ingatlan.com/34876133
102|Budapest XXII. kerület, Diótörő út|109,90 M Ft|845 384 Ft / m2|130 m2|700 m2||15|https://ingatlan.com/34910886
103|Budapest XXII. kerület, Nagytétény - Óhegy|215 M Ft|1 119 791 Ft / m2|192 m2|409 m2||23|https://ingatlan.com/34718373
